"contents href","_image_yazkc_11 src","_image_yazkc_11 src 2","whitespace-normal","font-medium 2","flex-none src","flex-none","ml-[3px]","875rem] href","mr-0 src","h-4","truncate","pointer-events-none src"
"https://shopee.co.id/TERLARIS-NO-1-Parfum-Geoff-Max-Parfume-Body-Perfume-Mountain-i.129631511.25027577719?extraParams=%7B%22display_model_id%22%3A232746149532%2C%22model_selection_logic%22%3A3%7D&sp_atk=80b9c885-ecb4-4fe4-981a-9b80c3c8b715&xptdk=80b9c885-ecb4-4fe4-981a-9b80c3c8b715","https://down-id.img.susercontent.com/file/sg-11134201-7rd42-luql6nwbuepf2f","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","TERLARIS NO 1 Parfum Geoff Max Parfume - Body Perfume Mountain","9.224","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.5","Kab. Bandung","https://shopee.co.id/find_similar_products?catid=100630&itemid=25027577719&shopid=129631511","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/a425c915798471b33e5d.png","-3%","",""
"https://shopee.co.id/parfum-viral-DIAMOND-DOMINANT-PARFUME-PEMIKAT-i.173376073.18286617320?extraParams=%7B%22display_model_id%22%3A310493675053%2C%22model_selection_logic%22%3A3%7D&sp_atk=adb46ce1-37eb-42dc-8fa6-1a5a6ab123ae&xptdk=adb46ce1-37eb-42dc-8fa6-1a5a6ab123ae","https://down-id.img.susercontent.com/file/id-11134207-7r991-lwd1etydjajua0","https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13","parfum viral DIAMOND-DOMINANT /PARFUME PEMIKAT","10.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.5","Kab. Jombang","https://shopee.co.id/find_similar_products?catid=100630&itemid=18286617320&shopid=173376073","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/e4734dab67ee2f9ebd5a.png","","",""
"https://shopee.co.id/Parfum-HMNS-ORGSM-LITE-50-ml-Inspired-by-Sagala-Parfume-Parfum-unisex-i.314095873.25334166107?extraParams=%7B%22display_model_id%22%3A280384269247%2C%22model_selection_logic%22%3A3%7D&sp_atk=ec3b2e3a-afca-402f-956e-7dd29fb386f4&xptdk=ec3b2e3a-afca-402f-956e-7dd29fb386f4","https://down-id.img.susercontent.com/file/id-11134207-7rbk2-maz66vr7qihqec","https://down-id.img.susercontent.com/file/id-11134258-7ra0q-mbesqwmkb0gu9c","Parfum HMNS ORGSM LITE 50 ml Inspired by Sagala Parfume - Parfum unisex","54.998","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","Tangerang Selatan","https://shopee.co.id/find_similar_products?catid=100630&itemid=25334166107&shopid=314095873","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/e4734dab67ee2f9ebd5a.png","-52%","",""
"https://shopee.co.id/INSPIRED-NEW-KMEASAN-LLB-30-ML-PARFUM-MEIBIE-ORIGINAL-PARFUM-BUTTERFLIES-CI-VILMEI-ORIGINAL-i.1778444531.40679533104?extraParams=%7B%22display_model_id%22%3A320688960341%2C%22model_selection_logic%22%3A2%7D&sp_atk=0e67dfb8-e9c4-40cb-b294-244cac92baa7&xptdk=0e67dfb8-e9c4-40cb-b294-244cac92baa7","https://down-id.img.susercontent.com/file/sg-11134201-8262d-mma9btlebj7le4","https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13","INSPIRED NEW KMEASAN LLB 30 ML PARFUM MEIBIE ORIGINAL || PARFUM BUTTERFLIES CI VILMEI || ORIGINAL","24.999","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","3.9","Kab. Bandung","https://shopee.co.id/find_similar_products?catid=100630&itemid=40679533104&shopid=1778444531","","","",""
"https://shopee.co.id/FREE-EDP-Parfum-Wanita-Tahan-Lama-Wangi-Elegance-Manis-Segar-Ringan-IMPORT-i.1367427940.26812419954?extraParams=%7B%22display_model_id%22%3A256671820566%2C%22model_selection_logic%22%3A3%7D&sp_atk=ac2ff319-9c63-449e-94dd-198411a6d695&xptdk=ac2ff319-9c63-449e-94dd-198411a6d695","https://down-id.img.susercontent.com/file/id-11134207-7rasa-m0mp425kqty8a6","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f","FREE EDP Parfum Wanita Tahan Lama Wangi Elegance Manis Segar Ringan IMPORT","23.946","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.8","Jakarta Utara","https://shopee.co.id/find_similar_products?catid=100630&itemid=26812419954&shopid=1367427940","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/e4734dab67ee2f9ebd5a.png","-84%","",""
"https://shopee.co.id/Crusita-Busy-Day-Blooming-Series-Extrait-De-Parfum-i.336773594.15733508371?extraParams=%7B%22display_model_id%22%3A223556593315%2C%22model_selection_logic%22%3A3%7D&sp_atk=ad9a1df2-ee8e-40e8-9e5f-188249335a57&xptdk=ad9a1df2-ee8e-40e8-9e5f-188249335a57","https://down-id.img.susercontent.com/file/id-11134207-8224y-mjxupntvlekn8c","https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6","Crusita - Busy Day | Blooming Series Extrait De Parfum","329.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","Jakarta Timur","https://shopee.co.id/find_similar_products?catid=100630&itemid=15733508371&shopid=336773594","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","-28%","Pilih Lokal",""
"https://shopee.co.id/PAKET-Bundling-Women-best-seller-Eau-De-Parfum-Wanita-by-Hirescent-i.590423042.29759091553?extraParams=%7B%22display_model_id%22%3A178380822419%2C%22model_selection_logic%22%3A3%7D&sp_atk=28863aaf-33a9-4723-947e-1f545c4b447a&xptdk=28863aaf-33a9-4723-947e-1f545c4b447a","https://down-id.img.susercontent.com/file/sg-11134201-7rdxp-lzdtb1p9q0d65f","https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13","PAKET Bundling Women best seller Eau De Parfum Wanita - by Hirescent","28.520","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.6","Surabaya","https://shopee.co.id/find_similar_products?catid=100630&itemid=29759091553&shopid=590423042","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/e4734dab67ee2f9ebd5a.png","-43%","",""
"https://shopee.co.id/Evangeline-Wonder-Series-Extrait-De-Parfum-100-ML-Parfum-Perfume-Minyak-Wangi-Wanita-Pria-Tahan-Lama-Aqua-Kiss-Sweet-Lychee-Bombshell-Vanilla-Lace-Love-Spell-Cozy-Baby-i.59738787.42919613297?extraParams=%7B%22display_model_id%22%3A218708499485%2C%22model_selection_logic%22%3A3%7D&sp_atk=a9e64db4-aeab-4bbd-be9f-07db860aad3e&xptdk=a9e64db4-aeab-4bbd-be9f-07db860aad3e","https://down-id.img.susercontent.com/file/id-11134207-8224v-mg5ydbot21an9f","https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6","Evangeline Wonder Series - Extrait De Parfum 100 ML | Parfum Perfume Minyak Wangi Wanita Pria Tahan Lama - Aqua Kiss / Sweet Lychee / Bombshell / Vanilla Lace / Love Spell / Cozy Baby","68.200","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","Kab. Deli Serdang","https://shopee.co.id/find_similar_products?catid=100630&itemid=42919613297&shopid=59738787","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","-66%","Pilih Lokal",""
"https://shopee.co.id/Yora-Parfum-Wanita-Farfum-SCANDALOUS-Extrait-de-Parfum-Pria-Wangi-Tahan-Lama-i.1254311215.24532758809?extraParams=%7B%22display_model_id%22%3A79436254302%2C%22model_selection_logic%22%3A3%7D&sp_atk=75d4830d-32a6-4f13-91ef-0128452a7e57&xptdk=75d4830d-32a6-4f13-91ef-0128452a7e57","https://down-id.img.susercontent.com/file/id-11134207-8224u-mizgzgp3fzer26","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04","Yora Parfum Wanita Farfum SCANDALOUS | Extrait de Parfum Pria Wangi Tahan Lama","48.198","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","Bekasi","https://shopee.co.id/find_similar_products?catid=100630&itemid=24532758809&shopid=1254311215","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/e4734dab67ee2f9ebd5a.png","-58%","Hadiah Gratis","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/b4d1b8a78b3621dbdf4a.svg"
"https://shopee.co.id/Octarine-Boujee-Fluff-Aroma-Marshmallow-Strawberry-Vanilla-Parfum-Perfume-Minyak-Wangi-Wanita-Pria-Tahan-Lama-i.854391331.44007600292?extraParams=%7B%22display_model_id%22%3A265645504436%2C%22model_selection_logic%22%3A3%7D&sp_atk=3f7198b8-d39a-4bd4-8fe3-8b3f78fc717e&xptdk=3f7198b8-d39a-4bd4-8fe3-8b3f78fc717e","https://down-id.img.susercontent.com/file/id-11134207-7ra0k-mciz3yan37zj47","https://down-id.img.susercontent.com/file/id-11134258-7ra0q-mbesqwmkb0gu9c","Octarine - Boujee Fluff Aroma Marshmallow Strawberry Vanilla | Parfum Perfume Minyak Wangi Wanita Pria Tahan Lama","75.500","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","Kab. Bogor","https://shopee.co.id/find_similar_products?catid=100630&itemid=44007600292&shopid=854391331","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","-62%","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/b4d1b8a78b3621dbdf4a.svg"
"https://shopee.co.id/Nike-Women's-Mini-Shoebox-Crossbody-Bag-(3L)-Black-FN3059-010--i.1675957617.48908714032?extraParams=%7B%22display_model_id%22%3A320772496911%2C%22model_selection_logic%22%3A3%7D&sp_atk=73c7effa-f90b-4471-b19b-93875227c009&xptdk=73c7effa-f90b-4471-b19b-93875227c009","https://down-id.img.susercontent.com/file/sg-11134201-820mr-mngoyoxsd1c466","","Nike Women's Mini Shoebox Crossbody Bag (3L) - Black [FN3059-010]","459.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.6","Jakarta Utara","https://shopee.co.id/find_similar_products?catid=100637&itemid=48908714032&shopid=1675957617","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","","",""
"https://shopee.co.id/Jaket-Prasut-Nike-Big-Swoosh-Desain-Sporty-Nyaman-Dipakai-Bahan-Prasut-Berkualitas-i.102125476.51707932234?extraParams=%7B%22display_model_id%22%3A425705105281%2C%22model_selection_logic%22%3A3%7D&sp_atk=4837cd5c-88e1-4f3f-ad97-77dad3b346e4&xptdk=4837cd5c-88e1-4f3f-ad97-77dad3b346e4","https://down-id.img.susercontent.com/file/id-11134207-822wh-mmblman1hkp0d1","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","Jaket Prasut Nike Big Swoosh - Desain Sporty, Nyaman Dipakai, Bahan Prasut Berkualitas","159.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","Kab. Bandung Barat","https://shopee.co.id/find_similar_products?catid=100011&itemid=51707932234&shopid=102125476","",">90% off","",""
"https://shopee.co.id/jaket-tracktop-nike-small-swos-termurah-i.145507715.42378737058?extraParams=%7B%22display_model_id%22%3A169138886171%2C%22model_selection_logic%22%3A3%7D&sp_atk=c3ba7164-e665-4f93-b85b-56ab0d458ee7&xptdk=c3ba7164-e665-4f93-b85b-56ab0d458ee7","https://down-id.img.susercontent.com/file/id-11134207-8224s-mk44s9k6p4ao0c","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","jaket tracktop nike small swos termurah","135.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.4","Kab. Bandung Barat","https://shopee.co.id/find_similar_products?catid=100011&itemid=42378737058&shopid=145507715","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/a425c915798471b33e5d.png","-85%","",""
"https://shopee.co.id/(BLMNKY)-Sepatu-Sneakers-Nike-Blazer-City-Low-LX-Black-i.1528706457.56607773160?extraParams=%7B%22display_model_id%22%3A262484083615%2C%22model_selection_logic%22%3A3%7D&sp_atk=f3cb3b32-e52f-486b-86c4-19be8ec696ce&xptdk=f3cb3b32-e52f-486b-86c4-19be8ec696ce","https://down-id.img.susercontent.com/file/id-11134207-8224p-ml310lgo8ydc2e","https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13","(BLMNKY) Sepatu Sneakers Nike Blazer City Low LX Black","478.764","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.8","Bandung","https://shopee.co.id/find_similar_products?catid=100012&itemid=56607773160&shopid=1528706457","","-60%","Pilih 2, diskon Rp10.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/b4d1b8a78b3621dbdf4a.svg"
"https://shopee.co.id/Topi-golf-nike-premium-topi-senam-golf-i.107641205.5610134942?extraParams=%7B%22display_model_id%22%3A213538007954%2C%22model_selection_logic%22%3A3%7D&sp_atk=9411ff4a-f143-49e6-a150-c4add58e701e&xptdk=9411ff4a-f143-49e6-a150-c4add58e701e","https://down-id.img.susercontent.com/file/7fa7faf71b9decbfd0ca2c5b6e9b7aa8","https://down-id.img.susercontent.com/file/id-11134258-7ra0q-mbesqwmkb0gu9c","Topi golf nike premium|topi senam golf","12.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.7","Kab. Karawang","https://shopee.co.id/find_similar_products?catid=100637&itemid=5610134942&shopid=107641205","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/e4734dab67ee2f9ebd5a.png","","",""
"https://shopee.co.id/Nike-Dri-FIT-Men's-Hyverse-UV-Short-Sleeve-Versatile-Top-Black-DV9839-010--i.1675957617.47504054494?extraParams=%7B%22display_model_id%22%3A370383572595%2C%22model_selection_logic%22%3A3%7D&sp_atk=9b3ccdb0-93b7-48b7-9094-fab3de19e1e2&xptdk=9b3ccdb0-93b7-48b7-9094-fab3de19e1e2","https://down-id.img.susercontent.com/file/sg-11134201-820mm-mngozl2sbchx86","","Nike Dri-FIT Men's Hyverse UV Short-Sleeve Versatile Top - Black [DV9839-010]","308.880","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","Jakarta Utara","https://shopee.co.id/find_similar_products?catid=100637&itemid=47504054494&shopid=1675957617","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","-28%","Produk Baru",""
"https://shopee.co.id/Nike-Men's-Sportswear-T-Shirt-Barely-Green-HV1644-336--i.1675957617.53304029744?extraParams=%7B%22display_model_id%22%3A365383453406%2C%22model_selection_logic%22%3A3%7D&sp_atk=aa3fe6eb-6ea4-419b-b432-6ee42db8ea9b&xptdk=aa3fe6eb-6ea4-419b-b432-6ee42db8ea9b","https://down-id.img.susercontent.com/file/sg-11134201-820o7-mngow3hzfbpi31","","Nike Men's Sportswear T-Shirt - Barely Green [HV1644-336]","228.780","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","Jakarta Utara","https://shopee.co.id/find_similar_products?catid=100637&itemid=53304029744&shopid=1675957617","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","-38%","Produk Baru",""
"https://shopee.co.id/Nike-Women's-Court-Royale-Shoes-White-749867-114--i.1675957617.47903913541?extraParams=%7B%22display_model_id%22%3A325370261936%2C%22model_selection_logic%22%3A3%7D&sp_atk=832197bc-12c4-44e7-9c26-e2baac6faa90&xptdk=832197bc-12c4-44e7-9c26-e2baac6faa90","https://down-id.img.susercontent.com/file/sg-11134201-820lz-mngozcp2zh8h7e","","Nike Women's Court Royale Shoes - White [749867-114]","436.280","","","Jakarta Utara","https://shopee.co.id/find_similar_products?catid=100637&itemid=47903913541&shopid=1675957617","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","-48%","Produk Baru",""
"https://shopee.co.id/Nike-Dri-FIT-Men's-ReLegend-Reset-Short-Sleeve-Fitness-Top-White-DX0990-100--i.1675957617.52004038875?extraParams=%7B%22display_model_id%22%3A435383461009%2C%22model_selection_logic%22%3A3%7D&sp_atk=2389a644-f98a-438d-8e5a-4686686215ba&xptdk=2389a644-f98a-438d-8e5a-4686686215ba","https://down-id.img.susercontent.com/file/sg-11134201-820lh-mngowxks4xs5b5","","Nike Dri-FIT Men's ReLegend Reset Short-Sleeve Fitness Top - White [DX0990-100]","302.580","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","Jakarta Utara","https://shopee.co.id/find_similar_products?catid=100637&itemid=52004038875&shopid=1675957617","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","-18%","Produk Baru",""
"https://shopee.co.id/Nike-Men's-Downshifter-13-Wide-Road-Running-Shoes-Black-FJ1284-002--i.1675957617.44804345066?extraParams=%7B%22display_model_id%22%3A325405549206%2C%22model_selection_logic%22%3A3%7D&sp_atk=d88eede4-636a-472d-9d08-a152002693f1&xptdk=d88eede4-636a-472d-9d08-a152002693f1","https://down-id.img.susercontent.com/file/sg-11134201-820mz-mngp1bn60tmtbf","","Nike Men's Downshifter 13 Wide Road Running Shoes - Black [FJ1284-002]","663.462","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","Jakarta Utara","https://shopee.co.id/find_similar_products?catid=100637&itemid=44804345066&shopid=1675957617","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","-26%","Produk Baru","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/b4d1b8a78b3621dbdf4a.svg"
"https://shopee.co.id/KAOS-KAKI-NIKE-TERRY-Q-5PSG-NIKE-LOGO-SOCK-KAOS-KAKI-ANKEL-ORIGINAL-TERRY-QUALITY-LEMBUT-KAOS-KAKI-NYAMAN-NIKE-SOCK-ORIGINAL-INDONESIA-BNWB-i.551580682.26623752042?extraParams=%7B%22display_model_id%22%3A208153550719%2C%22model_selection_logic%22%3A2%7D&sp_atk=f0c3106c-6884-42fb-8f29-ac4f6edbac32&xptdk=f0c3106c-6884-42fb-8f29-ac4f6edbac32","https://down-id.img.susercontent.com/file/id-11134207-81ztl-mfkn66s8jxft33","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f","KAOS KAKI NIKE TERRY Q 5PSG/ NIKE LOGO SOCK/  KAOS KAKI ANKEL ORIGINAL TERRY QUALITY LEMBUT // KAOS KAKI NYAMAN/ NIKE SOCK ORIGINAL INDONESIA BNWB","69.999","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","Depok","https://shopee.co.id/find_similar_products?catid=100011&itemid=26623752042&shopid=551580682","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/a425c915798471b33e5d.png","-29%","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/b4d1b8a78b3621dbdf4a.svg"
"https://shopee.co.id/Nike-SB-Dunk-Low-Pro-Black-White-i.1528706457.41411578243?extraParams=%7B%22display_model_id%22%3A300971357135%2C%22model_selection_logic%22%3A3%7D&sp_atk=33d4236d-7565-4fb9-924e-c9adbd146538&xptdk=33d4236d-7565-4fb9-924e-c9adbd146538","https://down-id.img.susercontent.com/file/id-11134207-81zte-meqknqs102yqc7","https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13","Nike SB Dunk Low Pro Black White","466.884","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.9","Bandung","https://shopee.co.id/find_similar_products?catid=100012&itemid=41411578243&shopid=1528706457","","-60%","Pilih 2, diskon Rp10.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/b4d1b8a78b3621dbdf4a.svg"
"https://shopee.co.id/ALL-VARIAN-SHOX-R4-Terlengkap-New-100-BNIB-i.1441979621.57659137314?extraParams=%7B%22display_model_id%22%3A310815079853%2C%22model_selection_logic%22%3A3%7D&sp_atk=08bd4c6f-6f50-470f-b4f5-8499f918992f&xptdk=08bd4c6f-6f50-470f-b4f5-8499f918992f","https://down-id.img.susercontent.com/file/id-11134207-822ws-mmdvetqaf37nf7","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f","ALL VARIAN SHOX-R4 Terlengkap New 100%BNIB","490.000","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.6","Yogyakarta","https://shopee.co.id/find_similar_products?catid=100012&itemid=57659137314&shopid=1441979621","","","",""
"https://shopee.co.id/Nike-Men's-Downshifter-13-Road-Running-Shoes-White-FD6454-100--i.1675957617.49803918482?extraParams=%7B%22display_model_id%22%3A330370314185%2C%22model_selection_logic%22%3A3%7D&sp_atk=e986e590-e968-4c32-9edf-7fe845bb55fa&xptdk=e986e590-e968-4c32-9edf-7fe845bb55fa","https://down-id.img.susercontent.com/file/sg-11134201-820lh-mngoy9fx50qu24","","Nike Men's Downshifter 13 Road Running Shoes - White [FD6454-100]","663.462","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","5.0","Jakarta Utara","https://shopee.co.id/find_similar_products?catid=100637&itemid=49803918482&shopid=1675957617","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/7c9110f78e069acbced7.png","-26%","Produk Baru","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/b4d1b8a78b3621dbdf4a.svg"
"https://shopee.co.id/Topi-Baseball-Pria-Wanita-Bordir-Nike-Sport-Ring-Belakang-i.378981312.21965540523?extraParams=%7B%22display_model_id%22%3A79197131478%2C%22model_selection_logic%22%3A2%7D&sp_atk=7f73833f-9405-4f69-a8a3-a2b5a112be80&xptdk=7f73833f-9405-4f69-a8a3-a2b5a112be80","https://down-id.img.susercontent.com/file/sg-11134201-22110-te12bwfb4fkv1d","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","Topi Baseball Pria Wanita Bordir Nike Sport Ring Belakang","13.949","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.4","Surakarta (Solo)","https://shopee.co.id/find_similar_products?catid=100009&itemid=21965540523&shopid=378981312","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/e4734dab67ee2f9ebd5a.png","-7%","",""
"https://shopee.co.id/SEPATU-SNEAKERS-TERLARIS-ADIAS-STON-ISLAND-BAHAN-SUEDE-INSOLE-KARET-NYAMAN-DAN-TIDAK-LICIN-DI-PAKAI-i.1589043255.46806253927?extraParams=%7B%22display_model_id%22%3A395565991680%2C%22model_selection_logic%22%3A3%7D&sp_atk=2e26ef44-c67c-4d6f-8d93-6b37cbd78763&xptdk=2e26ef44-c67c-4d6f-8d93-6b37cbd78763","https://down-id.img.susercontent.com/file/sg-11134201-8260k-mkso1k67d1ja64","https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5","SEPATU SNEAKERS TERLARIS ADIAS STON ISLAND BAHAN SUEDE INSOLE KARET NYAMAN DAN TIDAK LICIN DI PAKAI","140.760","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.7","Kab. Tangerang","https://shopee.co.id/find_similar_products?catid=100012&itemid=46806253927&shopid=1589043255","","-77%","","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/b4d1b8a78b3621dbdf4a.svg"
"https://shopee.co.id/Jaket-Basic-Pria-Wanita-Tracktop-Adidas-Firebird-S4-Termurah-i.376922495.15166181284?extraParams=%7B%22display_model_id%22%3A78534794038%2C%22model_selection_logic%22%3A3%7D&sp_atk=c1262dc7-e39c-475a-b041-31373d4700bf&xptdk=c1262dc7-e39c-475a-b041-31373d4700bf","https://down-id.img.susercontent.com/file/id-11134207-7ras9-m5q9rorpxe0we6","https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f","Jaket Basic Pria Wanita Tracktop Adidas Firebird S4 Termurah","59.269","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/d7099d3fd1dfdaf705ab.svg","4.6","Kab. Bandung","https://shopee.co.id/find_similar_products?catid=100011&itemid=15166181284&shopid=376922495","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.11/pc/a425c915798471b33e5d.png","-60%","",""
